,clog,sp1,sp2,sv,dp1,dp1a,dp1_10,dp1_10a,dp1_50,dp1_50a,dp2,dp2a,dp2_10,dp2_10a,dp2_50,dp2_50a,dp1p2
5559,0,8230,9242,10000,25,25,238,238,1769,1769,2,2,11,11,59,59,1012
5560,0,8257,9247,10000,27,27,232,232,1790,1790,5,5,15,15,66,66,990
5561,0,8283,9247,10000,26,26,226,226,1762,1762,0,0,15,15,63,63,964
5562,0,8283,9247,10000,0,0,196,196,1693,1693,0,0,13,13,65,65,964
5563,0,8308,9247,10000,25,25,191,191,1718,1718,0,0,9,9,65,65,939
5564,0,8333,9248,10000,25,25,186,186,1676,1676,1,1,10,10,64,64,915
5565,0,8357,9249,10000,24,24,210,210,1635,1635,1,1,11,11,66,66,892
5566,0,8382,9251,10000,25,25,206,206,1602,1602,2,2,10,10,66,66,869
5567,0,8403,9252,10000,21,21,198,198,1564,1564,1,1,12,12,64,64,849
5568,0,8403,9252,10000,0,0,173,173,1506,1506,0,0,10,10,65,65,849
5569,0,8426,9252,10000,23,23,169,169,1529,1529,0,0,5,5,65,65,826
5570,0,8425,9252,10000,-1,1,142,142,1471,1471,0,0,5,5,64,64,827
5571,0,8467,9256,10000,42,42,184,184,1458,1458,4,4,9,9,65,65,789
5572,0,8491,9258,10000,24,24,183,183,1428,1428,2,2,11,11,68,68,767
5573,0,8510,9258,10000,19,19,177,177,1394,1394,0,0,10,10,67,67,748
5574,0,8510,9258,10000,0,0,153,153,1342,1342,0,0,9,9,64,64,748
5575,0,8530,9259,10000,20,20,148,148,1362,1362,1,1,8,8,65,65,729
5576,0,8550,9261,10000,20,20,147,147,1332,1332,2,2,9,9,65,65,711
5577,0,8569,9262,10000,19,19,166,166,1302,1302,1,1,10,10,64,64,693
5578,0,8587,9263,10000,18,18,161,161,1271,1271,1,1,11,11,64,64,676
5579,0,8606,9263,10000,19,19,181,181,1243,1243,0,0,11,11,62,62,657
5580,0,8606,9263,10000,0,0,139,139,1197,1197,0,0,7,7,61,61,657
5581,0,8623,9264,10000,17,17,132,132,1214,1214,1,1,6,6,62,62,641
5582,0,8638,9263,10000,15,15,128,128,1185,1185,-1,1,5,5,60,60,625
5583,0,8658,9262,10000,20,20,148,148,1159,1159,-1,1,4,4,55,55,604
5584,0,8671,9266,10000,13,13,141,141,1128,1128,4,4,7,7,57,57,595
5585,0,8688,9266,10000,17,17,138,138,1103,1103,0,0,5,5,58,58,578
5586,0,8688,9266,10000,0,0,119,119,1063,1063,0,0,4,4,58,58,578
5587,0,8703,9267,10000,15,15,116,116,1078,1078,1,1,4,4,59,59,564
5588,0,8719,9268,10000,16,16,113,113,1052,1052,1,1,5,5,55,55,549
5589,0,8733,9267,10000,14,14,127,127,1026,1026,-1,1,4,4,51,51,534
5590,0,8748,9268,10000,15,15,125,125,1003,1003,1,1,4,4,50,50,520
5591,0,8762,9269,10000,14,14,124,124,979,979,1,1,6,6,50,50,507
5592,0,8762,9269,10000,0,0,104,104,942,942,0,0,7,7,48,48,507
5593,0,8776,9269,10000,14,14,105,105,956,956,0,0,3,3,48,48,493
5594,0,8788,9270,10000,12,12,100,100,931,931,1,1,4,4,48,48,482
5595,0,8800,9270,10000,12,12,112,112,911,911,0,0,4,4,45,45,470
5596,0,8814,9272,10000,14,14,111,111,888,888,2,2,5,5,45,45,458
5597,0,8825,9272,10000,11,11,106,106,866,866,0,0,4,4,43,43,447
5598,0,8825,9272,10000,0,0,92,92,833,833,0,0,5,5,41,41,447
5599,0,8838,9272,10000,13,13,90,90,846,846,0,0,4,4,41,41,434
5600,0,8850,9273,10000,12,12,88,88,825,825,1,1,4,4,41,41,423
5601,0,8862,9272,10000,12,12,100,100,805,805,-1,1,3,3,40,40,410
5602,0,8873,9272,10000,11,11,97,97,786,786,0,0,3,3,38,38,399
5603,0,8883,9272,10000,10,10,95,95,766,766,0,0,2,2,34,34,389
5604,0,8883,9272,10000,0,0,83,83,736,736,0,0,2,2,34,34,389
5605,0,8892,9273,10000,9,9,78,78,745,745,1,1,1,1,35,35,381
5606,0,8902,9274,10000,10,10,77,77,726,726,1,1,2,2,33,33,372
5607,0,8913,9274,10000,11,11,88,88,708,708,0,0,2,2,34,34,361
5608,0,8923,9274,10000,10,10,85,85,693,693,0,0,2,2,32,32,351
5609,0,8932,9273,10000,9,9,82,82,675,675,-1,1,0,0,26,26,341
5610,0,8932,9273,10000,0,0,70,70,649,649,0,0,1,1,26,26,341
5611,0,8941,9272,10000,9,9,68,68,658,658,-1,1,0,0,25,25,331
5612,0,8950,9274,10000,9,9,67,67,642,642,2,2,2,2,27,27,324
5613,0,8957,9273,10000,7,7,74,74,624,624,-1,1,1,1,25,25,316
5614,0,8966,9276,10000,9,9,74,74,609,609,3,3,3,3,27,27,310
5615,0,8976,9274,10000,10,10,74,74,594,594,-2,2,0,0,23,23,298
5616,0,8976,9274,10000,0,0,63,63,573,573,0,0,0,0,22,22,298
5617,0,8981,9277,10000,5,5,58,58,578,578,3,3,3,3,25,25,296
5618,0,8991,9276,10000,10,10,59,59,565,565,-1,1,3,3,24,24,285
5619,0,8998,9274,10000,7,7,66,66,573,573,-2,2,1,1,22,22,276
5620,0,9006,9276,10000,8,8,65,65,539,539,2,2,4,4,20,20,270
5621,0,9012,9277,10000,6,6,62,62,521,521,1,1,3,3,19,19,265
5622,0,9012,9277,10000,0,0,55,55,502,502,0,0,4,4,19,19,265
5623,0,9018,9277,10000,6,6,52,52,508,508,0,0,1,1,19,19,259
5624,0,9026,9277,10000,8,8,50,50,496,496,0,0,3,3,18,18,251
5625,0,9034,9278,10000,8,8,58,58,484,484,1,1,4,4,17,17,244
5626,0,9040,9277,10000,6,6,59,59,471,471,-1,1,0,0,15,15,237
5627,0,9045,9276,10000,5,5,54,54,458,458,-1,1,0,0,13,13,231
5628,0,9045,9276,10000,0,0,47,47,439,439,0,0,2,2,13,13,231
5629,0,9051,9278,10000,6,6,45,45,445,445,2,2,2,2,15,15,227
5630,0,9056,9277,10000,5,5,44,44,433,433,-1,1,0,0,13,13,221
5631,0,9064,9278,10000,8,8,52,52,426,426,1,1,1,1,15,15,214
5632,0,9070,9278,10000,6,6,52,52,412,412,0,0,1,1,16,16,208
5633,0,9075,9278,10000,5,5,49,49,404,404,0,0,1,1,12,12,203
5634,0,9075,9278,10000,0,0,41,41,387,387,0,0,0,0,12,12,203
5635,0,9080,9277,10000,5,5,40,40,392,392,-1,1,0,0,11,11,197
5636,0,9086,9279,10000,6,6,41,41,383,383,2,2,3,3,12,12,193
5637,0,9091,9277,10000,5,5,46,46,372,372,-2,2,1,1,9,9,186
5638,0,9094,9278,10000,3,3,43,43,361,361,1,1,0,0,11,11,184
5639,0,9101,9280,10000,7,7,45,45,353,353,2,2,3,3,12,12,179
5640,0,9101,9280,10000,0,0,37,37,339,339,0,0,2,2,11,11,179
5641,0,9104,9278,10000,3,3,34,34,342,342,-2,2,0,0,9,9,174
5642,0,9110,9277,10000,6,6,35,35,334,334,-1,1,-1,1,8,8,167
5643,0,9114,9278,10000,4,4,39,39,326,326,1,1,0,0,8,8,164
5644,0,9119,9278,10000,5,5,39,39,319,319,0,0,1,1,8,8,159
5645,0,9122,9279,10000,3,3,36,36,308,308,1,1,0,0,7,7,157
5646,0,9122,9279,10000,0,0,31,31,297,297,0,0,2,2,7,7,157
5647,0,9127,9278,10000,5,5,33,33,302,302,-1,1,0,0,6,6,151
5648,0,9130,9279,10000,3,3,29,29,292,292,1,1,-1,1,7,7,149
5649,0,9135,9280,10000,5,5,34,34,285,285,1,1,0,0,7,7,145
5650,0,9138,9280,10000,3,3,34,34,276,276,0,0,2,2,8,8,142
5651,0,9141,9280,10000,3,3,31,31,268,268,0,0,3,3,8,8,139
5652,0,9141,9280,10000,0,0,27,27,258,258,0,0,2,2,8,8,139
5653,0,9146,9279,10000,5,5,27,27,263,263,-1,1,1,1,7,7,133
5654,0,9150,9279,10000,4,4,28,28,258,258,0,0,0,0,6,6,129
5655,0,9153,9280,10000,3,3,31,31,251,251,1,1,1,1,6,6,127
5656,0,9155,9279,10000,2,2,28,28,242,242,-1,1,1,1,5,5,124
5657,0,9159,9279,10000,4,4,29,29,236,236,0,0,0,0,5,5,120
5658,0,9159,9279,10000,0,0,24,24,227,227,0,0,-1,1,6,6,120
5659,0,9161,9280,10000,2,2,23,23,229,229,1,1,0,0,7,7,119
5660,0,9166,9279,10000,5,5,25,25,225,225,-1,1,-1,1,7,7,113
5661,0,9167,9280,10000,1,1,26,26,217,217,1,1,0,0,6,6,113
5662,0,9170,9280,10000,3,3,24,24,213,213,0,0,1,1,7,7,110
5663,0,9173,9279,10000,3,3,23,23,207,207,-1,1,0,0,3,3,106
5664,0,9173,9279,10000,0,0,20,20,197,197,0,0,-1,1,5,5,106
5665,0,9175,9280,10000,2,2,20,20,199,199,1,1,1,1,6,6,105
5666,0,9177,9280,10000,2,2,18,18,196,196,0,0,1,1,3,3,103
5667,0,9182,9279,10000,5,5,23,23,191,191,-1,1,0,0,3,3,97
5668,0,9184,9280,10000,2,2,23,23,186,186,1,1,0,0,6,6,96
5669,0,9186,9281,10000,2,2,20,20,180,180,1,1,2,2,5,5,95
5670,0,9186,9281,10000,0,0,19,19,174,174,0,0,1,1,4,4,95
5671,0,9188,9281,10000,2,2,18,18,176,176,0,0,1,1,4,4,93
5672,0,9189,9280,10000,1,1,16,16,171,171,-1,1,1,1,3,3,91
5673,0,9194,9280,10000,5,5,21,21,168,168,0,0,1,1,3,3,86
5674,0,9196,9280,10000,2,2,21,21,162,162,0,0,0,0,2,2,84
5675,0,9198,9280,10000,2,2,21,21,158,158,0,0,0,0,3,3,82
5676,0,9198,9280,10000,0,0,16,16,153,153,0,0,1,1,4,4,82
5677,0,9198,9281,10000,0,0,14,14,153,153,1,1,1,1,5,5,83
5678,0,9200,9280,10000,2,2,14,14,149,149,-1,1,-1,1,2,2,80
5679,0,9204,9280,10000,4,4,18,18,148,148,0,0,-1,1,3,3,76
5680,0,9206,9281,10000,2,2,18,18,142,142,1,1,0,0,3,3,75
5681,0,9207,9280,10000,1,1,18,18,137,137,-1,1,0,0,2,2,73
5682,0,9207,9280,10000,0,0,13,13,132,132,0,0,0,0,2,2,73
5683,0,9208,9282,10000,1,1,12,12,133,133,2,2,2,2,4,4,74
5684,0,9211,9282,10000,3,3,13,13,131,131,0,0,2,2,5,5,71
5685,0,9212,9280,10000,1,1,14,14,126,126,-2,2,0,0,1,1,68
5686,0,9213,9281,10000,1,1,15,15,122,122,1,1,0,0,4,4,68
5687,0,9215,9280,10000,2,2,15,15,121,121,-1,1,0,0,2,2,65
5688,0,9215,9280,10000,0,0,11,11,114,114,0,0,0,0,0,0,65
5689,0,9217,9280,10000,2,2,11,11,116,116,0,0,-1,1,0,0,63
5690,0,9219,9280,10000,2,2,12,12,115,115,0,0,0,0,2,2,61
5691,0,9220,9281,10000,1,1,13,13,110,110,1,1,1,1,4,4,61
5692,0,9219,9281,10000,-1,1,11,11,105,105,0,0,-1,1,3,3,62
5693,0,9222,9283,10000,3,3,11,11,103,103,2,2,1,1,5,5,61
5694,0,9222,9283,10000,0,0,10,10,100,100,0,0,3,3,4,4,61
5695,0,9224,9283,10000,2,2,11,11,102,102,0,0,2,2,4,4,59
5696,0,9226,9281,10000,2,2,11,11,99,99,-2,2,1,1,3,3,55
5697,0,9226,9281,10000,0,0,11,11,96,96,0,0,1,1,2,2,55
5698,0,9229,9279,10000,3,3,12,12,94,94,-2,2,-1,1,-1,1,50
5699,0,9231,9282,10000,2,2,12,12,93,93,3,3,2,2,2,2,51
5700,0,9231,9282,10000,0,0,11,11,90,90,0,0,1,1,2,2,51
5701,0,9232,9281,10000,1,1,13,13,91,91,-1,1,0,0,1,1,49
5702,0,9230,9280,10000,-2,2,8,8,84,84,-1,1,-3,3,1,1,50
5703,0,9234,9282,10000,4,4,12,12,84,84,2,2,-1,1,3,3,48
5704,0,9235,9282,10000,1,1,11,11,82,82,0,0,-1,1,2,2,47
5705,0,9235,9282,10000,0,0,9,9,80,80,0,0,1,1,3,3,47
5706,0,9235,9282,10000,0,0,9,9,76,76,0,0,1,1,3,3,47
5707,0,9237,9280,10000,2,2,8,8,78,78,-2,2,1,1,1,1,43
5708,0,9237,9281,10000,0,0,6,6,76,76,1,1,-1,1,1,1,44
5709,0,9240,9282,10000,3,3,9,9,74,74,1,1,0,0,3,3,42
5710,0,9240,9282,10000,0,0,8,8,73,73,0,0,1,1,2,2,42
5711,0,9241,9283,10000,1,1,11,11,71,71,1,1,3,3,3,3,42
5712,0,9241,9283,10000,0,0,7,7,68,68,0,0,1,1,4,4,42
5713,0,9242,9281,10000,1,1,7,7,69,69,-2,2,-1,1,2,2,39
5714,0,9242,9281,10000,0,0,7,7,67,67,0,0,-1,1,1,1,39
5715,0,9244,9281,10000,2,2,9,9,67,67,0,0,-1,1,1,1,37
5716,0,9245,9281,10000,1,1,8,8,63,63,0,0,1,1,2,2,36
5717,0,9244,9281,10000,-1,1,7,7,60,60,0,0,0,0,1,1,37
5718,0,9244,9281,10000,0,0,4,4,58,58,0,0,-1,1,0,0,37
5719,0,9245,9283,10000,1,1,5,5,59,59,2,2,1,1,2,2,38
5720,0,9245,9283,10000,0,0,4,4,57,57,0,0,0,0,2,2,38
5721,0,9247,9282,10000,2,2,6,6,58,58,-1,1,-1,1,2,2,35
5722,0,9249,9282,10000,2,2,7,7,55,55,0,0,1,1,2,2,33
5723,0,9248,9284,10000,-1,1,6,6,52,52,2,2,3,3,4,4,36
5724,0,9248,9284,10000,0,0,4,4,50,50,0,0,3,3,4,4,36
5725,0,9248,9282,10000,0,0,3,3,50,50,-2,2,1,1,2,2,34
5726,0,9249,9281,10000,1,1,5,5,51,51,-1,1,0,0,0,0,32
5727,0,9250,9282,10000,1,1,6,6,50,50,1,1,1,1,2,2,32
5728,0,9251,9282,10000,1,1,6,6,47,47,0,0,-1,1,2,2,31
5729,0,9252,9282,10000,1,1,7,7,46,46,0,0,-1,1,1,1,30
5730,0,9252,9282,10000,0,0,5,5,45,45,0,0,0,0,2,2,30
5731,0,9253,9283,10000,1,1,4,4,46,46,1,1,1,1,3,3,30
5732,0,9254,9281,10000,1,1,6,6,46,46,-2,2,-3,3,-1,1,27
5733,0,9253,9282,10000,-1,1,5,5,42,42,1,1,-2,2,0,0,29
5734,0,9254,9282,10000,1,1,6,6,42,42,0,0,0,0,2,2,28
5735,0,9253,9282,10000,-1,1,4,4,40,40,0,0,1,1,1,1,29
5736,0,9253,9282,10000,0,0,3,3,38,38,0,0,0,0,2,2,29
5737,0,9255,9282,10000,2,2,4,4,40,40,0,0,0,0,2,2,27
5738,0,9256,9282,10000,1,1,4,4,39,39,0,0,0,0,2,2,26
5739,0,9256,9283,10000,0,0,4,4,37,37,1,1,1,1,3,3,27
5740,0,9257,9284,10000,1,1,4,4,37,37,1,1,1,1,3,3,27
5741,0,9258,9282,10000,1,1,4,4,39,39,-2,2,1,1,1,1,24
5742,0,9258,9282,10000,0,0,5,5,36,36,0,0,0,0,-1,1,24
5743,0,9258,9283,10000,0,0,4,4,36,36,1,1,1,1,0,0,25
5744,0,9258,9282,10000,0,0,5,5,34,34,-1,1,0,0,-1,1,24
5745,0,9259,9281,10000,1,1,6,6,33,33,-1,1,-1,1,0,0,22
5746,0,9260,9282,10000,1,1,5,5,34,34,1,1,0,0,1,1,22
5747,0,9262,9281,10000,2,2,6,6,33,33,-1,1,-1,1,2,2,19
5748,0,9262,9281,10000,0,0,6,6,31,31,0,0,-2,2,-1,1,19
5749,0,9261,9281,10000,-1,1,4,4,30,30,0,0,-3,3,-1,1,20
5750,0,9259,9282,10000,-2,2,1,1,27,27,1,1,0,0,1,1,23
5751,0,9262,9281,10000,3,3,4,4,32,32,-1,1,-1,1,1,1,19
5752,0,9261,9282,10000,-1,1,3,3,27,27,1,1,-1,1,0,0,21
5753,0,9263,9281,10000,2,2,5,5,28,28,-1,1,-1,1,-1,1,18
5754,0,9263,9281,10000,0,0,4,4,28,28,0,0,0,0,-1,1,18
5755,0,9262,9281,10000,-1,1,2,2,27,27,0,0,-1,1,-1,1,19
5756,0,9263,9282,10000,1,1,1,1,26,26,1,1,1,1,2,2,19
5757,0,9262,9281,10000,-1,1,0,0,25,25,-1,1,0,0,0,0,19
5758,0,9264,9283,10000,2,2,3,3,24,24,2,2,2,2,1,1,19
5759,0,9263,9281,10000,-1,1,4,4,23,23,-2,2,-1,1,-1,1,18
5760,0,9263,9281,10000,0,0,1,1,22,22,0,0,0,0,-2,2,18
5761,0,9262,9282,10000,-1,1,1,1,21,21,1,1,0,0,-1,1,20
5762,0,9264,9281,10000,2,2,1,1,22,22,-1,1,0,0,0,0,17
5763,0,9265,9283,10000,1,1,2,2,23,23,2,2,2,2,2,2,18
5764,0,9264,9282,10000,-1,1,2,2,20,20,-1,1,1,1,1,1,18
5765,0,9265,9281,10000,1,1,2,2,20,20,-1,1,-1,1,0,0,16
5766,0,9265,9281,10000,0,0,3,3,21,21,0,0,0,0,0,0,16
5767,0,9266,9282,10000,1,1,2,2,22,22,1,1,-1,1,1,1,16
5768,0,9264,9282,10000,-2,2,1,1,19,19,0,0,1,1,-1,1,18
5769,0,9266,9281,10000,2,2,3,3,21,21,-1,1,0,0,-2,2,15
5770,0,9267,9283,10000,1,1,5,5,20,20,2,2,1,1,1,1,16
5771,0,9266,9280,10000,-1,1,2,2,17,17,-3,3,-1,1,-2,2,14
5772,0,9266,9280,10000,0,0,1,1,18,18,0,0,-3,3,-4,4,14
5773,0,9266,9282,10000,0,0,2,2,18,18,2,2,0,0,-2,2,16
5774,0,9265,9282,10000,-1,1,0,0,17,17,0,0,1,1,0,0,17
5775,0,9268,9283,10000,3,3,3,3,19,19,1,1,2,2,2,2,15
5776,0,9267,9282,10000,-1,1,1,1,17,17,-1,1,0,0,0,0,15
5777,0,9266,9284,10000,-1,1,2,2,15,15,2,2,2,2,2,2,18
5778,0,9266,9284,10000,0,0,0,0,14,14,0,0,3,3,2,2,18
5779,0,9267,9282,10000,1,1,0,0,15,15,-2,2,-1,1,0,0,15
5780,0,9266,9282,10000,-1,1,0,0,13,13,0,0,2,2,-1,1,16
5781,0,9268,9283,10000,2,2,2,2,14,14,1,1,3,3,2,2,15
5782,0,9267,9283,10000,-1,1,1,1,14,14,0,0,1,1,1,1,16
5783,0,9268,9282,10000,1,1,3,3,14,14,-1,1,0,0,0,0,14
5784,0,9268,9282,10000,0,0,0,0,15,15,0,0,-1,1,0,0,14
5785,0,9268,9282,10000,0,0,1,1,15,15,0,0,0,0,0,0,14
5786,0,9269,9282,10000,1,1,3,3,14,14,0,0,-2,2,0,0,13
5787,0,9270,9281,10000,1,1,4,4,14,14,-1,1,-3,3,-1,1,11
5788,0,9268,9282,10000,-2,2,1,1,12,12,1,1,0,0,-1,1,14
5789,0,9268,9283,10000,0,0,2,2,11,11,1,1,1,1,-1,1,15
5790,0,9268,9283,10000,0,0,0,0,10,10,0,0,0,0,1,1,15
5791,0,9269,9283,10000,1,1,2,2,11,11,0,0,0,0,1,1,14
5792,0,9269,9281,10000,0,0,1,1,11,11,-2,2,-1,1,-2,2,12
5793,0,9270,9282,10000,1,1,2,2,12,12,1,1,0,0,0,0,12
5794,0,9270,9283,10000,0,0,2,2,11,11,1,1,1,1,2,2,13
5795,0,9271,9282,10000,1,1,2,2,11,11,-1,1,0,0,0,0,11
5796,0,9271,9282,10000,0,0,1,1,9,9,0,0,1,1,1,1,11
5797,0,9270,9282,10000,-1,1,2,2,8,8,0,0,0,0,1,1,12
5798,0,9270,9282,10000,0,0,2,2,9,9,0,0,-1,1,1,1,12
5799,0,9272,9282,10000,2,2,4,4,13,13,0,0,-1,1,0,0,10
5800,0,9270,9282,10000,-2,2,1,1,8,8,0,0,-1,1,1,1,12
5801,0,9271,9282,10000,1,1,2,2,10,10,0,0,1,1,0,0,11
5802,0,9271,9282,10000,0,0,1,1,8,8,0,0,0,0,1,1,11
5803,0,9270,9283,10000,-1,1,0,0,7,7,1,1,0,0,2,2,13
5804,0,9270,9282,10000,0,0,-1,1,8,8,-1,1,0,0,1,1,12
5805,0,9272,9283,10000,2,2,1,1,9,9,1,1,1,1,1,1,11
5806,0,9272,9281,10000,0,0,2,2,10,10,-2,2,-1,1,0,0,9
5807,0,9271,9281,10000,-1,1,1,1,7,7,0,0,-1,1,-2,2,10
5808,0,9271,9281,10000,0,0,-1,1,8,8,0,0,-1,1,0,0,10
5809,0,9270,9283,10000,-1,1,0,0,7,7,2,2,1,1,2,2,13
5810,0,9271,9283,10000,1,1,0,0,9,9,0,0,1,1,1,1,12
5811,0,9272,9283,10000,1,1,1,1,8,8,0,0,1,1,2,2,11
5812,0,9271,9283,10000,-1,1,1,1,6,6,0,0,0,0,0,0,12
5813,0,9273,9282,10000,2,2,3,3,9,9,-1,1,0,0,0,0,9
5814,0,9273,9282,10000,0,0,1,1,8,8,0,0,-1,1,1,1,9
5815,0,9273,9282,10000,0,0,1,1,8,8,0,0,1,1,1,1,9
5816,0,9272,9283,10000,-1,1,1,1,6,6,1,1,2,2,1,1,11
5817,0,9272,9282,10000,0,0,1,1,8,8,-1,1,1,1,0,0,10
5818,0,9273,9282,10000,1,1,3,3,7,7,0,0,-1,1,1,1,9
5819,0,9273,9282,10000,0,0,2,2,6,6,0,0,-1,1,-1,1,9
5820,0,9273,9282,10000,0,0,1,1,7,7,0,0,-1,1,2,2,9
5821,0,9273,9283,10000,0,0,2,2,7,7,1,1,0,0,3,3,10
5822,0,9273,9282,10000,0,0,0,0,7,7,-1,1,0,0,0,0,9
5823,0,9274,9282,10000,1,1,1,1,9,9,0,0,0,0,0,0,8
5824,0,9273,9281,10000,-1,1,0,0,5,5,-1,1,-1,1,-2,2,8
5825,0,9273,9282,10000,0,0,1,1,6,6,1,1,-1,1,0,0,9
5826,0,9273,9282,10000,0,0,1,1,7,7,0,0,0,0,-2,2,9
5827,0,9272,9282,10000,-1,1,-1,1,6,6,0,0,0,0,-2,2,10
5828,0,9272,9283,10000,0,0,-1,1,5,5,1,1,1,1,1,1,11
5829,0,9273,9283,10000,1,1,0,0,7,7,0,0,1,1,1,1,10
5830,0,9273,9282,10000,0,0,0,0,5,5,-1,1,-1,1,-1,1,9
5831,0,9274,9282,10000,1,1,1,1,7,7,0,0,0,0,-1,1,8
5832,0,9274,9282,10000,0,0,0,0,6,6,0,0,0,0,0,0,8
5833,0,9274,9282,10000,0,0,1,1,6,6,0,0,1,1,0,0,8
5834,0,9273,9281,10000,-1,1,0,0,5,5,-1,1,-1,1,-1,1,8
5835,0,9274,9283,10000,1,1,1,1,5,5,2,2,1,1,1,1,9
5836,0,9271,9282,10000,-3,3,-1,1,1,1,-1,1,0,0,1,1,11
5837,0,9274,9282,10000,3,3,2,2,6,6,0,0,-1,1,0,0,8
5838,0,9274,9282,10000,0,0,1,1,6,6,0,0,-1,1,-1,1,8
5839,0,9275,9283,10000,1,1,2,2,7,7,1,1,1,1,0,0,8
5840,0,9272,9283,10000,-3,3,-2,2,3,3,0,0,1,1,0,0,11
5841,0,9272,9282,10000,0,0,-2,2,3,3,-1,1,0,0,1,1,10
5842,0,9275,9283,10000,3,3,1,1,5,5,1,1,1,1,1,1,8
5843,0,9273,9282,10000,-2,2,0,0,3,3,-1,1,1,1,-1,1,9
5844,0,9273,9282,10000,0,0,-1,1,2,2,0,0,-1,1,0,0,9
5845,0,9274,9282,10000,1,1,3,3,3,3,0,0,0,0,0,0,8
5846,0,9273,9282,10000,-1,1,-1,1,3,3,0,0,0,0,0,0,9
5847,0,9274,9282,10000,1,1,0,0,4,4,0,0,0,0,0,0,8
5848,0,9273,9282,10000,-1,1,-2,2,1,1,0,0,-1,1,0,0,9
5849,0,9275,9283,10000,2,2,3,3,5,5,1,1,0,0,1,1,8
5850,0,9275,9283,10000,0,0,3,3,4,4,0,0,1,1,1,1,8
5851,0,9274,9283,10000,-1,1,-1,1,3,3,0,0,0,0,1,1,9
5852,0,9274,9282,10000,0,0,1,1,4,4,-1,1,0,0,-1,1,8
5853,0,9275,9283,10000,1,1,2,2,5,5,1,1,1,1,1,1,8
5854,0,9274,9284,10000,-1,1,0,0,2,2,1,1,2,2,1,1,10
5855,0,9275,9282,10000,1,1,2,2,3,3,-2,2,0,0,1,1,7
5856,0,9275,9282,10000,0,0,1,1,4,4,0,0,0,0,1,1,7
5857,0,9276,9283,10000,1,1,3,3,5,5,1,1,1,1,2,2,7
5858,0,9275,9283,10000,-1,1,0,0,5,5,0,0,0,0,0,0,8
5859,0,9274,9282,10000,-1,1,-1,1,3,3,-1,1,-1,1,-1,1,8
5860,0,9275,9283,10000,1,1,1,1,3,3,1,1,0,0,0,0,8
5861,0,9274,9282,10000,-1,1,0,0,3,3,-1,1,0,0,-1,1,8
5862,0,9274,9282,10000,0,0,-1,1,1,1,0,0,-1,1,0,0,8
5863,0,9275,9284,10000,1,1,1,1,2,2,2,2,0,0,2,2,9
5864,0,9274,9282,10000,-1,1,-1,1,1,1,-2,2,0,0,0,0,8
5865,0,9273,9283,10000,-1,1,-2,2,1,1,1,1,1,1,0,0,10
5866,0,9274,9282,10000,1,1,-2,2,2,2,-1,1,-1,1,0,0,8
5867,0,9276,9282,10000,2,2,1,1,3,3,0,0,-1,1,0,0,6
5868,0,9276,9282,10000,0,0,2,2,3,3,0,0,0,0,0,0,6
5869,0,9275,9282,10000,-1,1,0,0,2,2,0,0,-1,1,0,0,7
5870,0,9275,9282,10000,0,0,1,1,2,2,0,0,0,0,-1,1,7
5871,0,9274,9282,10000,-1,1,0,0,1,1,0,0,0,0,0,0,8
5872,0,9274,9283,10000,0,0,-1,1,0,0,1,1,-1,1,1,1,9
5873,0,9275,9282,10000,1,1,1,1,2,2,-1,1,0,0,1,1,7
5874,0,9275,9282,10000,0,0,2,2,2,2,0,0,-1,1,0,0,7
5875,0,9273,9285,10000,-2,2,-1,1,0,0,3,3,3,3,3,3,12
5876,0,9276,9281,10000,3,3,0,0,4,4,-4,4,-1,1,-1,1,5
5877,0,9275,9282,10000,-1,1,-1,1,3,3,1,1,0,0,-1,1,7
5878,0,9276,9281,10000,1,1,1,1,3,3,-1,1,-1,1,-2,2,5
5879,0,9275,9282,10000,-1,1,0,0,2,2,1,1,0,0,0,0,7
5880,0,9275,9282,10000,0,0,1,1,1,1,0,0,0,0,0,0,7
5881,0,9274,9282,10000,-1,1,0,0,0,0,0,0,-1,1,0,0,8
5882,0,9275,9281,10000,1,1,0,0,1,1,-1,1,-1,1,-1,1,6
5883,0,9275,9282,10000,0,0,0,0,2,2,1,1,0,0,1,1,7
5884,0,9275,9283,10000,0,0,2,2,1,1,1,1,-2,2,0,0,8
5885,0,9275,9283,10000,0,0,-1,1,4,4,0,0,2,2,1,1,8
5886,0,9275,9283,10000,0,0,0,0,1,1,0,0,1,1,1,1,8
5887,0,9275,9282,10000,0,0,-1,1,1,1,-1,1,1,1,0,0,7
5888,0,9274,9283,10000,-1,1,-1,1,-1,1,1,1,1,1,0,0,9
5889,0,9275,9282,10000,1,1,0,0,3,3,-1,1,0,0,-1,1,7
5890,0,9275,9282,10000,0,0,1,1,3,3,0,0,0,0,0,0,7
5891,0,9275,9283,10000,0,0,0,0,0,0,1,1,2,2,0,0,8
5892,0,9275,9283,10000,0,0,0,0,2,2,0,0,1,1,1,1,8
5893,0,9276,9282,10000,1,1,1,1,3,3,-1,1,-1,1,0,0,6
5894,0,9276,9281,10000,0,0,1,1,2,2,-1,1,-2,2,-1,1,5
5895,0,9275,9283,10000,-1,1,0,0,2,2,2,2,0,0,1,1,8
5896,0,9276,9281,10000,1,1,1,1,2,2,-2,2,-1,1,-1,1,5
5897,0,9274,9282,10000,-2,2,0,0,1,1,1,1,-1,1,0,0,8
